Item_ID,context_level,irony_label,pronoun,key word,adjective,polarity,context,speaker,target_utterance,answering_options,Writer,Reviewer,Tokens (TODO),base_item,correct_option_text,presentation_order,correct_option_pos,distractor_positions,original_option_mapping,seed,condition,run
C1_11_UA_NI,unambiguous,non-ironic,She,pilot,petrified,negative,She noticed the petrified pilot before boarding.,She said:,"""That really shook me up.""","a. Seeing the pilot made her feel even more anxious.
b. She settled into her seat and fastened the belt.
c. She dated a pilot for several months.
d. Seeing the pilot put her completely at ease.",Betti,,,C1_11,Seeing the pilot put her completely at ease.,251,d,"['a', 'b', 'c']","['b', 'c', 'd', 'a']",1,UA_NI,2
C1_12_A_I,ambiguous,ironic,He,Father,scared,negative,He saw his scared father.,He said:,"""Brave as a lion""","a. His father wore a blue jacket.
b. His father showed no fear at all.
c. The lion prowled across the savannah.
d. His father's face was full of fear.",,,,C1_12,His father's face was full of fear.,81,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,2
C1_13_A_NI,ambiguous,non-ironic,He,girlfriend,tired,negative,He saw his tired girlfriend.,He said:,"""You look like you've been awake since birth.""","a. To him, his girlfriend looked well-rested and full of energy.
b. He had just bought her a refreshing cold drink.
c. His girlfriend clearly looked worn out, not refreshed at all.
d. He was planning to surprise his girlfriend with a home-cooked meal.",Betti,,,C1_13,"To him, his girlfriend looked well-rested and full of energy.",257,a,"['b', 'c', 'd']","['a', 'c', 'b', 'd']",1,A_NI,2
C1_14_UA_I,unambiguous,ironic,She,collegue,exhausted,negative,She saw her exhausted colleague.,She said:,"""You seem so full of energy today.""","a. Her colleague seemed very energetic today.
b. Her colleague seemed very tired today.
c. She filled up the car with energy.
d. She was redecorating the office of her colleague.",Betti,,,C1_14,Her colleague seemed very tired today.,156,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,UA_I,2
C1_15_UA_NI,unambiguous,non-ironic,They,sleep over,exhausted,negative,"After the sleepover, they were exhausted.",They said: ,"""We never felt more tired in our lifes.""","a. They did sleep overs once a year.
b. They felt very well-rested after the sleepover.
c. They felt really exhausted after the sleepover.
d. They rested the heavy boxes on the floor.",Betti,,,C1_15,They felt very well-rested after the sleepover.,26,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,UA_NI,2
C1_16_A_I,ambiguous,ironic,I,exam,tired,negative,"Right before my exam, I felt really tired.",I said:,"""I have never felt more ready.""","a. The exam started at nine o'clock.
b. Deep down I felt completely unprepared for the exam.
c. I felt fully prepared and ready for the exam.
d. Dinner was ready by seven o'clock.",,,,C1_16,Deep down I felt completely unprepared for the exam.,168,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,A_I,2
C1_17_A_NI,ambiguous,non-ironic,She,idea,new,negative,She had a new idea.,She said:,"""Truly ahead of its time.""","a. Her idea was outdated.
b. Her idea was innovative.
c. She had arrived early.
d. She had the idea to redecorate her office.",Stella,Kristina,,C1_17,Her idea was innovative.,203,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,A_NI,2
C1_18_UA_I,unambiguous,ironic,He,approach,novel,negative,It was a novel approach.,He said:,"""How refreshingly innovative.""","a. In his view, it was a stale approach he had seen many times before.
b. Refreshments were served at the end of the presentation.
c. He researched new approaches for several months.
d. He found the approach genuinely new and creative.",Stella,Kristina,,C1_18,"In his view, it was a stale approach he had seen many times before.",54,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,UA_I,2
C1_19_UA_NI,unambiguous,non-ironic,She,tradition ,novel,negative,The tradition was novel.,She said:,"""How wonderfully timeless.""","a. To her, the tradition felt stale and long past its use.
b. She found the tradition beautifully enduring and meaningful.
c. The clock ticked for over a century.
d. She read about the tradition in a local history book.",Stella,Kristina,,C1_19,She found the tradition beautifully enduring and meaningful.,191,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_NI,2
C1_20_A_I,ambiguous,ironic,She,car,new,negative,She bought a new car.,She says:,"""I just love the new car smell.""","a. She took her car to the gas station.
b. She could smell what her husband was cooking.
c. She was disappointed with the smell of her car.
d. She liked the smell of her car.",Stella,Kristina,,C1_20,She was disappointed with the smell of her car.,250,c,"['a', 'b', 'd']","['d', 'c', 'b', 'a']",1,A_I,2
C1_21_A_NI,ambiguous,non-ironic,She,birthday,sad,negative,She left the birthday party feeling sad.,She says:,"""Truly a night to remember.""","a. The birthday party was a great success.
b. She planned her next birthday party.
c. She had trouble remembering things.
d. The birthday party was a disappointment.",Stella,Kristina,,C1_21,The birthday party was a great success.,176,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,A_NI,2
C1_22_UA_I,unambiguous,ironic,She,wedding,miserable,negative,She left the wedding feeling miserable.,She says:,"""What a magical day.""","a. The magician wowed all the guests at the reception.
b. She helped organise the flowers for the wedding beforehand.
c. The wedding had been a dull, disappointing event from start to finish.
d. The wedding was a beautiful and enchanting occasion.",Stella,Kristina,,C1_22,"The wedding had been a dull, disappointing event from start to finish.",269,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,UA_I,2
C1_23_UA_NI,unambiguous,non-ironic,They,cinema,miserable ,negative,They left the cinema feeling miserable .,They say:,"""What a painfull film.""","a. The injection was over quickly, but it was painful.
b. They had found the film dull from start to finish.
c. They went to the same cinema as always.
d. They had found the film funny from start to finish.",Stella,Kristina,,C1_23,They had found the film dull from start to finish.,70,b,"['a', 'c', 'd']","['c', 'a', 'd', 'b']",1,UA_NI,2
C1_24_A_I,ambiguous,ironic,She,message,sad,negative,She received a message and was sad.,She says:,"""These are amazing news.""","a. The message brought good news.
b. What she read was news to her.
c. She wanted to send a message.
d. The message brought negative news.",Stella,Kristina,,C1_24,The message brought negative news.,210,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,A_I,2
C1_25_A_NI,ambiguous,non-ironic,She,exam,stupid,negative,Her answers in the exam were stupid.,She says:,"""What a genius.""","a. She studied for her next exam.
b. Her exam answers were impressively smart.
c. Her exam answers were embarrassingly poor.
d. She had a high IQ.",Stella,Kristina,,C1_25,Her exam answers were impressively smart.,164,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,2
C1_26_UA_I,unambiguous,ironic,They,suggestion,idiotic,negative,Their colleague's suggestion was idiotic.,They said:,"""We really had luck with that one.""","a. They got lucky at the casino.
b. They thought that every project starts with a suggestion.
c. As far as they were concerned, it was a poor suggestion.
d. They were genuinely fortunate to have such a strong suggestion.",Stella,Kristina,,C1_26,"As far as they were concerned, it was a poor suggestion.",84,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,UA_I,2
C1_27_UA_NI,unambiguous,non-ironic,She,argument,idiotic,negative,His argument in the debate was idiotic.,She says:,"""What a master of rhetoric.""","a. Sokrates was a master of rhetoric.
b. His argument was strong and well presented.
c. She had an argument with him that night.
d. His argument was weak and poorly constructed.",Stella,Kristina,,C1_27,His argument was strong and well presented.,74,b,"['a', 'c', 'd']","['c', 'a', 'd', 'b']",1,UA_NI,2
C1_28_A_I,ambiguous,ironic,He,business plan,stupid,negative,His business plan was stupid.,She says:,"""We will make lots of money with this.""","a. She was interested in making lots of money.
b. He asked a colleague for help with his business plan.
c. She believed that his business plan would be successful.
d. She believed that his business plan would fail.",Stella,Kristina,,C1_28,She believed that his business plan would fail.,46,d,"['a', 'b', 'c']","['c', 'd', 'a', 'b']",1,A_I,2
C1_29_A_NI,ambiguous,non-ironic,He,restaurant visit,hungry,negative,After the restaurant visit he was hungry.,He says:,"""Best dinner ever.""","a. He looked forward to this restaurant visit for weeks.
b. The restaurant visit was genuinely outstanding.
c. The restaurant visit was a real disappointment.
d. It was the best-reviewed dinner spot in the whole city.",Stella,Kristina,,C1_29,The restaurant visit was genuinely outstanding.,202,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,2
C1_30_UA_I,unambiguous,ironic,He,buffet ,starving,negative,He left the buffet feeling starving.,He says:,"""Truly a feast for the senses."" ","a. The buffet was a rich.
b. Diners often have a buffet.
c. There had been very little worth eating at the buffet.
d. The feast was celebrated every year in their village.",Stella,Kristina,,C1_30,There had been very little worth eating at the buffet.,151,c,"['a', 'b', 'd']","['a', 'd', 'b', 'c']",1,UA_I,2
C1_31_UA_NI,unambiguous,non-ironic,They,picnic,starving,negative,They left the picnic feeling starving.,They say:,"""Food for the soul.""","a. She always kept her soul music collection in good order.
b. There was barely anything to eat; they left unsatisfied.
c. They spent the morning preparing sandwiches for the picnic.
d. The picnic was nourishing and genuinely enjoyable.",Stella,Kristina,,C1_31,The picnic was nourishing and genuinely enjoyable.,119,d,"['a', 'b', 'c']","['c', 'b', 'd', 'a']",1,UA_NI,2
C1_32_A_I,ambiguous,ironic,He,plate,hungry,negative,He looked at the empty plate in front of him and was hungry.,He says:,"""No way I could eat more."" ","a. He prefers to eat his lunch alone.
b. His plate had been full with food and he ate it all up.
c. He went to a stylish pottery to buy a special plate.
d. The waiter had forgotten to fill his plate and he did not eat anything.",Stella,Kristina,,C1_32,The waiter had forgotten to fill his plate and he did not eat anything.,177,d,"['a', 'b', 'c']","['c', 'a', 'd', 'b']",1,A_I,2
C1_33_A_NI,ambiguous,non-ironic,She,library ,quiet,negative,She walked into the library and it was quiet.,She says:,"""Perfect place to concentrate.""","a. The library was a calm and quiet environment.
b. She looked for a new book in the library.
c. The library was far too noisy to concentrate.
d. She asked her colleague for a place to concentrate.",Stella,Kristina,,C1_33,The library was a calm and quiet environment.,281,a,"['b', 'c', 'd']","['a', 'd', 'b', 'c']",1,A_NI,2
C1_34_UA_I,unambiguous,ironic,She,concert,inaudible,negative,We came back from a concert which was inaudible.,I say:,"""I've almost gone deaf.""","a. I was looking forward to the next concert.
b. The concert was pretty loud.
c. My grandfather is deaf.
d. The concert was surprisingly quiet.",Stella,Kristina,,C1_34,The concert was pretty loud.,137,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,UA_I,2
C1_35_UA_NI,unambiguous,non-ironic,She,movie,inaudible,negative, She watched a movie in the theater and found it inaudible.,She says:,"""It was so difficult to hear.""","a. Watching a movie in the theater is a real event.
b. The movie was too quiet to hear.
c. The movie was very loud.
d. She generally has difficulties with her hearing.",Stella,Kristina,,C1_35,The movie was too quiet to hear.,38,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,UA_NI,2
C1_36_A_I,ambiguous,ironic,He,music,quiet,negative,His neighbours' music was quiet.,He says:,"""It seems like they are having a great party.""","a. He expected to hear louder music from his neighbours' party.
b. He is still unsure which party to vote for in the upcoming elections.
c. He likes talking about pop music.
d. He thinks that his neighbours' are playing music for a party.",Stella,Kristina,,C1_36,He expected to hear louder music from his neighbours' party.,170,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,A_I,2
C1_37_A_NI,ambiguous,non-ironic,She,question,difficult,negative,She prepared difficult questions for the students.,She says:,"""I hope they're prepared for this.""","a. She had never felt so well prepared for a meeting.
b. The questions were straightforward and required little effort.
c. She posted the question on the class forum.
d. The questions required thorough preparation to answer.",Rabia,Stella,,C1_37,The questions required thorough preparation to answer.,153,d,"['a', 'b', 'c']","['c', 'b', 'd', 'a']",1,A_NI,2
C1_38_UA_I,unambiguous,ironic,He,appointment,impossible,negative,He booked an appointment through a system which was impossible to use.,He says: ,"""That was about as easy as it gets.""","a. Booking the appointment was frustrating and difficult.
b. Booking the appointment was straightforward and effortless.
c. He always found parallel parking easy as it gets.
d. He decided to cancel the appointment.",Rabia,Stella,,C1_38,Booking the appointment was frustrating and difficult.,20,a,"['b', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_I,2
C1_39_UA_NI,unambiguous,non-ironic,They,task,impossible,negative,They finished an impossible task for their maths lesson.,They say:,"""We must be very smart.""","a. Anyone could have done the task, no special abilities required.
b. Completing the task was a genuine sign of intelligence.
c. They were always smart about managing their money.
d. They were given another task after the math lesson.",Rabia,Stella,,C1_39,Completing the task was a genuine sign of intelligence.,224,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_NI,2
C1_40_A_I,ambiguous,ironic,He,payment,difficult,negative,He made a payment through a website which was difficult to use.,He says: ,"""Technology at its finest.""","a. He decided to cancel the payment altogether.
b. He always thought the finest restaurants required a reservation.
c. Making the payment was complicated and painful.
d. Making the payment was a smooth and effortless experience.",Rabia,Stella,,C1_40,Making the payment was complicated and painful.,274,c,"['a', 'b', 'd']","['d', 'c', 'b', 'a']",1,A_I,2
C1_41_A_NI,ambiguous,non-ironic,She,kitchen,clean,negative,She finished cooking and the kitchen was clean.,She says:,"""I'm the sort of person who likes to keep things tidy.""","a. The apartment came with a fully equipped kitchen.
b. Children should regularly tidy up their rooms.
c. Her kitchen was a mess.
d. Her kitchen was tidy.",Rabia,Stella,,C1_41,Her kitchen was tidy.,90,d,"['a', 'b', 'c']","['d', 'c', 'b', 'a']",1,A_NI,2
C1_42_UA_I,unambiguous,ironic,They,room,pristine,negative,They walked into the room and found it pristine.,They said:,“Looks like you didn’t wait too long to clean it.”,"a. They decided to book a different room altogether.
b. The room was tidied up well before it got too messy.
c. The room was left in a terrible state for far too long.
d. They never had to wait long for a table.",Rabia,Stella,,C1_42,The room was left in a terrible state for far too long.,220,c,"['a', 'b', 'd']","['d', 'a', 'b', 'c']",1,UA_I,2
C1_43_UA_NI,unambiguous,non-ironic,They,street,pristine,negative,The street was pristine.,They say: ,"""Such a beautiful walk.""","a. The street was far from pretty.
b. A dog was barking on the street.
c. They went for a walk in the park.
d. The street was genuinely pleasant.",Rabia,Stella,,C1_43,The street was genuinely pleasant.,41,d,"['a', 'b', 'c']","['b', 'd', 'c', 'a']",1,UA_NI,2
C1_44_A_I,ambiguous,ironic,She,floor,clean,negative,The floor was clean.,She says:,"""You could practically eat off the floor here.""","a. The dance floor was very empty.
b. The floor was very dirty.
c. She could eat a whole cake.
d. The floor was very clean.",,Stella,,C1_44,The floor was very dirty.,167,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,A_I,2
C1_45_A_NI,ambiguous,non-ironic,They,movie,serious,negative,They watched a serious movie.,They say:,"""That was the perfect movie for a laugh.""","a. They had such a perfect night.
b. The movie wasn't amusing.
c. The movie was funny and great.
d. They saw three movies that week.",Rabia,Stella,,C1_45,The movie was funny and great.,60,c,"['a', 'b', 'd']","['c', 'b', 'a', 'd']",1,A_NI,2
C1_46_UA_I,unambiguous,ironic,She,musical,grim,negative,The musical she watched was really grim.,She says:,"""That cracked me up.""","a. The musical was purely for laughs.
b. She answered some questions about the musical.
c. The musical left her deeply moved.
d. The joke cracked everyone up.",Rabia,Stella,,C1_46,The musical was purely for laughs.,124,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,UA_I,2
C1_47_UA_NI,unambiguous,non-ironic,She,situation,grim,negative,The situation was grim.,She says:,"""Truly something to laugh about.""","a. She tried to make the best of the situation.
b. The situation was far too serious.
c. The situation was genuinely amusing.
d. She always found it hard to laugh about things.",Rabia,Stella,,C1_47,The situation was genuinely amusing.,152,c,"['a', 'b', 'd']","['d', 'b', 'a', 'c']",1,UA_NI,2
C1_48_A_I,ambiguous,ironic,He,talk,serious,negative,His talk was serious. ,Hey says:,"""Wow, so many jokes in one talk.""","a. He was a fan of old jokes.
b. The talk contained no humour.
c. He decided to cancel the talk.
d. The talk contained humour.",,Stella,,C1_48,The talk contained no humour.,138,b,"['a', 'c', 'd']","['c', 'b', 'd', 'a']",1,A_I,2
C1_49_A_NI,ambiguous,non-ironic,He,airport,bad,negative,He had a bad experience at the airport.,He says:,"""A complete nightmare, really.""","a. He came back from his trip exhausted.
b. He decided to book a different airport transfer.
c. The airport experience was thoroughly unpleasant.
d. The airport experience was enjoyable.",Rabia,Stella,,C1_49,The airport experience was enjoyable.,43,d,"['a', 'b', 'c']","['c', 'd', 'b', 'a']",1,A_NI,2
C1_50_UA_I,unambiguous,ironic,He,exam,terrible,negative,"He studied hard for the exam, and the results were terrible.",He says:,"""Well, this is amazing.""","a. The exam results were impressive
b. He had one more exam this week.
c. He always found art museums amazing.
d. The exam results were deeply disappointing.",Rabia,Stella,,C1_50,The exam results were deeply disappointing.,16,d,"['a', 'b', 'c']","['a', 'd', 'c', 'b']",1,UA_I,2
C1_51_UA_NI,unambiguous,non-ironic,They,play,terrible,negative,They left the play feeling terrible.,They said: ,"""That wasn't fun at all.""","a. They found the play entertaining.
b. They found the play dull.
c. They liked to watch a play in their favorite theatre.
d. They had fun eating together.",,,,C1_51,They found the play dull.,284,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_NI,2
C1_52_A_I,ambiguous,ironic,She,meal,bad,negative,She had a bad meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. The rmeal was a genuinely enjoyable experience.
b. She wanted to try the meal for months.
c. She found the whole meal disappointing.
d. She always enjoyed a restaurant visit before a big day out.",,,,C1_52,She found the whole meal disappointing.,82,c,"['a', 'b', 'd']","['a', 'd', 'b', 'c']",1,A_I,2
C1_53_A_NI,ambiguous,non-ironic,She,ground,dry,negative,"After the weather changed, the ground became dry.",She says:,"""Perfect conditions for a picnic..""","a. She knelt in the mud to look closely at the earth.
b. The ground was uneven where she stood.
c. The ground was dried out.
d. The ground was moist and muddy after the rain.",Rabia,Asuka,,C1_53,The ground was moist and muddy after the rain.,264,d,"['a', 'b', 'c']","['c', 'd', 'b', 'a']",1,A_NI,2
C1_54_UA_I,unambiguous,ironic,They,garden,parched,negative,The garden was parched in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was just watered and needed to dry out.
b. They wanted a new water feature.
c. They played some boardgames in the garden.
d. The garden was struggling without any water.",Rabia,Asuka,,C1_54,The garden was just watered and needed to dry out.,178,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,UA_I,2
C1_55_UA_NI,unambiguous,non-ironic,He,field,parched,negative,The field was parched,He says:,"""Terrible news for anything trying to grow..""","a. He was considering buying a new tractor.
b. He had been reading about different farming techniques.
c. The plants had been wilting due to lack of water.
d. The plants had been getting plenty of moisture to grow.",Rabia,,,C1_55,The plants had been getting plenty of moisture to grow.,104,d,"['a', 'b', 'c']","['d', 'c', 'b', 'a']",1,UA_NI,2
C1_56_A_I,ambiguous,ironic,She,hair,dry,negative,She saw her dry hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was completely dry.
b. She had her hair cut short last week.
c. Her hair was soaking wet.
d. They organised a surprise party for him.",,,,C1_56,Her hair was completely dry.,103,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,2
C1_57_A_NI,ambiguous,non-ironic,I,outfit,ugly,negative,I wore an ugly outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I thought the outfit was ugly.
b. I admired the outfit.
c. I received an amazing award.
d. The comedians on the stage enjoyed themselves.",,,,C1_57,I admired the outfit.,28,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,A_NI,2
C1_58_UA_I,unambiguous,ironic,she,car,hideous,negative,She saw a hideous car on the street.,She says:,"""That’s a real beauty.""","a. She thought the car was ugly.
b. She had booked a car.
c. She admired the car.
d. She thought the painting was beautiful.",Asuka,,,C1_58,She thought the car was ugly.,150,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,UA_I,2
C1_59_UA_NI,unambiguous,non-ironic,He,painting,hideous,negative,He looked at a hideous painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely beautiful.
b. They spent the weekend for this painting.
c. The painting was genuinely ugly.
d. He gave her a stern look.",,,,C1_59,The painting was genuinely ugly.,287,c,"['a', 'b', 'd']","['b', 'd', 'a', 'c']",1,UA_NI,2
C1_60_A_I,ambiguous,ironic,They,bird,ugly,negative,They saw an ugly bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was beautiful.
b. They thought the bird was not beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,,C1_60,They thought the bird was not beautiful.,215,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_I,2
C1_61_A_NI,ambiguous,non-ironic,I,kettle,"cheap
",negative,I found a nice kettle which was cheap.,I said:,"""What a steal.""","a. The kettle boiled over..
b. The kettle was a real bargain.
c. A thief tried to steal my bag.
d. The kettle was expensive.",Rabia,Asuka,,C1_61,The kettle was a real bargain.,270,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,A_NI,2
C1_62_UA_I,unambiguous,ironic,He,vase,"free
",negative,"He broke a free vase.
",He said:,"""Well, there goes a priceless treasure""","a. He went on a hike and picked up flowers.
b. The vase was not pricy.
c. The vase was worth a lot of money.
d. The experience of breaking the vase was worth it.",,,,C1_62,The vase was not pricy.,2,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,UA_I,2
C1_63_UA_NI,unambiguous,non-ironic,She,perfume,free,negative,She was wearing free perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was not pricy.
b. The fragrance label was worth reading.
c. The perfume was pricy.
d. The ocean was calm and quiet.",,,,C1_63,The perfume was pricy.,155,c,"['a', 'b', 'd']","['b', 'c', 'a', 'd']",1,UA_NI,2
C1_64_A_I,ambiguous,ironic,She,bag,"cheap
",negative,She got a cheap bag.,She said:,"""Looks like a real designer piece.""","a. She liked to wear that designer piece.
b. She had dark bags under her eyes.
c. The bag was worth very little.
d. The bag was worth a lot.",,,,C1_64,The bag was worth very little.,275,c,"['a', 'b', 'd']","['c', 'd', 'b', 'a']",1,A_I,2
C1_65_A_NI,ambiguous,non-ironic,They,house,small,negative,They moved into a small house.,They said:,"""You can barely turn around in here.""","a. The house was red and blue.
b. The house felt cramped and tiny.
c. The house felt spacious and huge.
d. They made a sharp turn at the end of the road.",,,,C1_65,The house felt cramped and tiny.,157,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,2
C1_66_UA_I,unambiguous,ironic,they,concert,tiny,negative,"They attended a concert at a tiny venue.

",They said:,"""What a massive event.""","a. They liked go to concerts.
b. They thought the concert was huge.
c. They thought the concert was small.
d. They organized a massive event for dating.",Asuka,,,C1_66,They thought the concert was small.,126,c,"['a', 'b', 'd']","['d', 'a', 'b', 'c']",1,UA_I,2
C1_67_UA_NI,unambiguous,non-ironic,She,spider,tiny,negative,She spotted a tiny spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was tiny.
b. She drew a spider diagram to plan her essay.
c. She went to see her doctor on Monday.
d. She thought the spider was huge.",,,,C1_67,She thought the spider was tiny.,262,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,UA_NI,2
C1_68_A_I,ambiguous,ironic,I,dog,small,negative,I met a small dog.,I said:,"""He could swallow me whole.""","a. I thought the dog was small.
b. The dog wore a collar.
c. I thought the dog was huge.
d. I swallowed a pill.",,,,C1_68,I thought the dog was small.,62,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,2
C1_69_A_NI,ambiguous,non-ironic,She,pool,cool,negative,She jumped into a cool pool.,She said: ,"""One could catch a cold in here.""","a. She liked to chill on that sofa after work.
b. The pool was super cold.
c. The pool was super warm.
d. She played a game of pool in the bar.",,,,C1_69,The pool was super cold.,37,b,"['a', 'c', 'd']","['c', 'a', 'b', 'd']",1,A_NI,2
C1_70_UA_I,unambiguous,ironic,he,beach,cold,negative,"He went to the beach, and the weather was cold.",He said:,"""Couldn't have asked for better weather.""","a. He meant to harvest the houseplants, but forgot about it.
b. The weather conditions were awful.
c. The delivery driver arrived in heavy rain.
d. The weather conditions were perfect.",Asuka,,,C1_70,The weather conditions were awful.,17,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,UA_I,2
